index,url,name,sub_title,model,color,price,currency,scraped_at,Age,Purchased
13,https://www.nike.com/t/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB,Nike Therma Lockup (NFL Kansas City Chiefs),Men's Logo T-Shirt,14185126,Silver/Red,95,USD,20-09-2022 23:35,32,1
14,https://www.nike.com/t/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB,Nike Dri-FIT Primetime Logo (MLB San Francisco Giants),Men's Logo T-Shirt,13969357,Black,45,USD,20-09-2022 23:35,18,0
15,https://www.nike.com/t/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB,Nike City Connect Wordmark (MLB Kansas City Royals),Men's Logo T-Shirt,13963845,Navy,30,USD,20-09-2022 23:36,29,1
16,https://www.nike.com/t/therma-michigan-state-womens-long-sleeve-1-2-zip-fleece-pw1bPx,Nike College Therma (Michigan State),Women's Long-Sleeve 1/2-Zip Fleece,12911769,Grey Heather/White/Pro Green,40.97,USD,20-09-2022 23:36,47,1
17,https://www.nike.com/t/therma-michigan-state-womens-long-sleeve-1-2-zip-fleece-pw1bPx,Portugal 2022/23 Stadium Home,Men's Nike Dri-FIT Soccer Shorts,14063778,Gorge Green/Pepper Red/Gold Dart,52,USD,20-09-2022 23:36,45,1
18,https://www.nike.com/t/therma-michigan-state-womens-long-sleeve-1-2-zip-fleece-pw1bPx,Nike College Legacy91 (UNC),Men's Nike Dri-FIT Soccer Shorts,13427474,Grey Heather/Valor Blue,21.97,USD,20-09-2022 23:36,46,1
19,https://www.nike.com/t/therma-michigan-state-womens-long-sleeve-1-2-zip-fleece-pw1bPx,Nike Rewind Playback Helmet (NFL Tennessee Titans),Men's Nike Dri-FIT Soccer Shorts,1007647902,Navy,55,USD,20-09-2022 23:36,48,1
20,https://www.nike.com/t/therma-michigan-state-womens-long-sleeve-1-2-zip-fleece-pw1bPx,Denver Nuggets Nike x Filip Pagowski,Men's Nike Dri-FIT Soccer Shorts,12437418,White,21.97,USD,20-09-2022 23:36,45,1
21,https://www.nike.com/t/therma-michigan-state-womens-long-sleeve-1-2-zip-fleece-pw1bPx,Hurley Palmdale,Men's Nike Dri-FIT Soccer Shorts,13045139,,40,USD,20-09-2022 23:36,47,1
22,https://www.nike.com/t/minnesota-vikings-vapor-untouchable-randy-moss-mens-limited-football-jersey-0HVr67,NFL Minnesota Vikings Nike Vapor Untouchable (Randy Moss),Men's Limited Football Jersey,14020214,Purple,160,USD,20-09-2022 23:37,48,1
23,https://www.nike.com/t/air-jordan-1-zoom-cmft-shoes-0d4Vf0,Air Jordan 1 Zoom CMFT,Shoes,13941353,Fossil Stone/Fossil Rose/Psychic Purple/White,150,USD,20-09-2022 23:37,45,1
24,https://www.nike.com/t/air-pegasus-83-premium-mens-shoes-hJdgTj,Nike Air Pegasus 83 Premium,Men's Shoes,14154942,Thunder Blue/Particle Grey/Photo Blue/Black,89.97,USD,20-09-2022 23:37,46,1
25,https://www.nike.com/t/air-pegasus-83-premium-mens-shoes-hJdgTj,Nike College (Alabama),Men's Shoes,13819495,Team Crimson,18.97,USD,20-09-2022 23:37,47,1
26,https://www.nike.com/t/air-pegasus-83-premium-mens-shoes-hJdgTj,Nike,Men's Shoes,13018897,Black,18,USD,20-09-2022 23:38,49,1
27,https://www.nike.com/t/air-pegasus-83-premium-mens-shoes-hJdgTj,Nike Fury,Men's Shoes,14248521,Black/Smoke Grey,13.97,USD,20-09-2022 23:38,47,1
28,https://www.nike.com/t/air-pegasus-83-premium-mens-shoes-hJdgTj,Nike Myriad,Men's Shoes,12592860,Black,69.97,USD,20-09-2022 23:39,29,0
29,https://www.nike.com/t/air-pegasus-83-premium-mens-shoes-hJdgTj,Nike Dri-FIT Crucial Catch (NFL Buffalo Bills),Men's Shoes,14234141,Black,85,USD,20-09-2022 23:39,31,1
30,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Air Force 1 LV8 Utility,Men's Shoes,12377334,White/Black/Tour Yellow/White,76.97,USD,20-09-2022 23:39,31,0
31,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Chelsea FC Strike,Men's Nike Dri-FIT Soccer Track Jacket,13921844,Rush Blue/College Navy/White,90,USD,20-09-2022 23:39,27,1
32,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,MLB Boston Red Sox,Men's Nike Dri-FIT Soccer Track Jacket,13731579,Midnight Navy,115,USD,20-09-2022 23:40,21,1
33,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,MLB Arizona Diamondbacks City Connect,Men's Nike Dri-FIT Soccer Track Jacket,13838146,Team Gold,135,USD,20-09-2022 23:40,28,1
34,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike College Max 90 (Gonzaga),Men's Nike Dri-FIT Soccer Track Jacket,13915840,White,26.97,USD,20-09-2022 23:41,27,1
35,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Dri-FIT,Men's Replica Baseball Jersey,12965653,Multi-Color,36,USD,20-09-2022 23:41,35,1
36,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Therma Crucial Catch (NFL Atlanta Falcons),Men's Replica Baseball Jersey,14233709,Black,85,USD,20-09-2022 23:41,33,1
37,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Zion 2,Men's Replica Baseball Jersey,14027597,Flax/Sesame/Fauna Brown/Muslin,119.97,USD,20-09-2022 23:41,30,1
38,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Jordan,Men's Replica Baseball Jersey,14204603,Atmosphere,33.97,USD,20-09-2022 23:42,26,1
39,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Dri-FIT Sideline Velocity Lockup (NFL Buffalo Bills),Men's Replica Baseball Jersey,1000133913,Royal,40,USD,20-09-2022 23:42,27,1
40,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Jordan,Men's Replica Baseball Jersey,14285325,Light Smoke Grey,34.97,USD,20-09-2022 23:42,27,1
41,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Air Max 90 SE,Men's Shoes,13823256,Black/Scream Green/Summit White/Obsidian,119.97,USD,20-09-2022 23:42,33,0
42,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Dri-FIT Athletic Arch Jersey (NFL Pittsburgh Steelers),Men's Shoes,1007647981,Black/Gold,100,USD,20-09-2022 23:42,35,0
43,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Sylvia Fowles Lynx Explorer Edition,Men's Shoes,13197305,Court Blue/College Navy,100,USD,20-09-2022 23:42,30,1
44,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Air,Men's Shoes,13810968,Black/Black/Light Bone,34.97,USD,20-09-2022 23:42,28,0
45,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Paris-Saint Germain 2021/22 Stadium Third,Men's Shoes,13355240,Black/Dark Grey/White/Siren Red,75,USD,20-09-2022 23:43,23,1
46,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Dri-FIT City Connect Striped (MLB San Francisco Giants),Men's Shoes,14225362,White,65,USD,20-09-2022 23:43,25,1
47,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Team (NFL Buffalo Bills),Men's Shoes,1000134516,Charcoal Heather/Red,35,USD,20-09-2022 23:43,27,0
48,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Pro,Men's Shoes,12721122,White/Black,24.97,USD,20-09-2022 23:43,30,1
49,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike SFB Gen 2 8”,Tactical Boot,11825513,Black/Black/Black,140,USD,20-09-2022 23:43,31,1
50,https://www.nike.com/t/little-kids-jdi-hat-JzwF8x,Nike Air Force 1 '07 LV8,Men's Shoes,14085521,Black/Iron Grey/White/Black,130,USD,20-09-2022 23:43,24,1
51,https://www.nike.com/t/toddler-top-and-leggings-set-cTXWGL,Nike,Toddler Top and Leggings Set,12912184,Multi-Color/Lavender Mist,36.97,USD,20-09-2022 23:44,18,0
52,https://www.nike.com/t/toddler-top-and-leggings-set-cTXWGL,Nike Heritage86 (MLB Yankees),Adjustable Cap,12934551,White,21.97,USD,20-09-2022 23:44,29,1
53,https://www.nike.com/t/toddler-top-and-leggings-set-cTXWGL,Nike Essential,Ball Pump,12402528,Black/Black/White,12,USD,20-09-2022 23:44,35,0
54,https://www.nike.com/t/toddler-top-and-leggings-set-cTXWGL,Nike,Women's Twist Mesh Headband,13974876,White/Black,15.97,USD,20-09-2022 23:44,27,1
55,https://www.nike.com/t/toddler-top-and-leggings-set-cTXWGL,Heat Heritage86,Nike Dri-FIT NBA Cap,12925694,Tough Red/Sundial,30,USD,20-09-2022 23:44,24,1
56,https://www.nike.com/t/toddler-top-and-leggings-set-cTXWGL,Nike 8-Pound ,Strength Training Ball,10133506,Black,26.97,USD,20-09-2022 23:44,23,0
57,https://www.nike.com/t/toddler-top-and-leggings-set-cTXWGL,Club América,Men's Coaches' Jacket,13857220,Black/White,78.97,USD,20-09-2022 23:45,28,1
58,https://www.nike.com/t/essential-ball-pump-VzfR40,Nike Sportswear,Women's High-Rise Fleece Dance Shorts,14021761,Black,38.97,USD,20-09-2022 23:45,22,0
59,https://www.nike.com/t/essential-ball-pump-VzfR41,Nike College (Georgia),Women's Cropped T-Shirt,14060536,University Red,35,USD,20-09-2022 23:45,32,1
60,https://www.nike.com/t/essential-ball-pump-VzfR42,Charlotte Hornets,Men's Jordan NBA T-Shirt,14051928,White,35,USD,20-09-2022 23:45,27,0
61,https://www.nike.com/t/essential-ball-pump-VzfR43,Nike College (Tennessee),Men's Jordan NBA T-Shirt,13810818,Bright Ceramic/White,24.97,USD,20-09-2022 23:45,25,1
62,https://www.nike.com/t/essential-ball-pump-VzfR44,Nike Court Naomi Osaka Collection,Men's Jordan NBA T-Shirt,13925196,Citron Tint,30.97,USD,20-09-2022 23:45,23,0
63,https://www.nike.com/t/essential-ball-pump-VzfR45,Nike College Dri-FIT Coach (Duke),Men's Jordan NBA T-Shirt,12571936,Black/White/White,45,USD,20-09-2022 23:45,32,1
64,https://www.nike.com/t/essential-ball-pump-VzfR46,Nike Overview (MLB Philadelphia Phillies),Men's Jordan NBA T-Shirt,14226497,White,110,USD,20-09-2022 23:45,59,0
65,https://www.nike.com/t/essential-ball-pump-VzfR47,Nike,Men's Jordan NBA T-Shirt,13434061,Hyper Pink,12.97,USD,20-09-2022 23:47,24,1
66,https://www.nike.com/t/essential-ball-pump-VzfR48,Nike Dri-FIT Performance Select,Men's Jordan NBA T-Shirt,14040741,Black Heather/Black/Heather/Black,58,USD,20-09-2022 23:47,24,1
67,https://www.nike.com/t/essential-ball-pump-VzfR49,Air Jordan 1 Low SE,Men's Jordan NBA T-Shirt,14087763,Psychic Blue/Vivid Green/Safety Orange/Sail,95,USD,20-09-2022 23:47,23,1
68,https://www.nike.com/t/essential-ball-pump-VzfR50,Air Jordan XXXVI Low Luka PF,Men's Jordan NBA T-Shirt,13828097,Laser Blue/Electro Purple/Pink Prime/Electric Green,175,USD,20-09-2022 23:47,22,0
69,https://www.nike.com/t/essential-ball-pump-VzfR51,Nike,Men's Jordan NBA T-Shirt,13759749,Black,9.97,USD,20-09-2022 23:47,31,1
70,https://www.nike.com/t/essential-ball-pump-VzfR52,Nike Offline Pack,Men's Jordan NBA T-Shirt,13824254,Light Smoke Grey/Flat Pewter/Grey Fog/Iron Grey,92.97,USD,20-09-2022 23:48,25,1
71,https://www.nike.com/t/womens-twist-mesh-headband-dwfMr20,Nike Dri-FIT Sideline Velocity Lockup (NFL Green Bay Packers),Men's Jordan NBA T-Shirt,1000133890,Green,40,USD,20-09-2022 23:48,24,0
72,https://www.nike.com/t/womens-twist-mesh-headband-dwfMr21,Philadelphia 76ers,Men's Jordan NBA T-Shirt,14070026,Rush Blue/White/White,48,USD,20-09-2022 23:48,20,1
73,https://www.nike.com/t/womens-twist-mesh-headband-dwfMr22,Nike Sportswear,Men's Jordan NBA T-Shirt,13015324,Black/Electro Orange,53.97,USD,20-09-2022 23:48,33,0
74,https://www.nike.com/t/womens-twist-mesh-headband-dwfMr23,Team 31,Men's Jordan NBA T-Shirt,13450414,Black,35,USD,20-09-2022 23:48,32,0
75,https://www.nike.com/t/womens-twist-mesh-headband-dwfMr24,Nike Dri-FIT (NFL San Francisco 49ers),Men's Jordan NBA T-Shirt,1000134496,Scarlet/Black,65,USD,20-09-2022 23:48,34,1
76,https://www.nike.com/t/womens-twist-mesh-headband-dwfMr25,Nike Therma City Connect (MLB Boston Red Sox),Men's Jordan NBA T-Shirt,13985056,Blue,80,USD,20-09-2022 23:48,18,0
77,https://www.nike.com/t/womens-twist-mesh-headband-dwfMr26,Nike Brasilia,Men's Jordan NBA T-Shirt,14039360,Medium Olive/Black/Particle Grey,50,USD,20-09-2022 23:48,22,1
78,https://www.nike.com/t/womens-twist-mesh-headband-dwfMr27,Chelsea FC Repel Academy AWF,Men's Soccer Jacket,13979993,Rush Blue/Chlorine Blue/White,75,USD,20-09-2022 23:49,28,1
79,https://www.nike.com/t/boston-red-sox-andrew-benintendi-womens-replica-baseball-jersey-5W1s3M,MLB Boston Red Sox (Andrew Benintendi),Men's Soccer Jacket,13732753,Midnight Navy,135,USD,20-09-2022 23:49,26,1
80,https://www.nike.com/t/boston-red-sox-andrew-benintendi-womens-replica-baseball-jersey-5W1s3M,Nike Dri-FIT,Men's Soccer Jacket,13920221,Black/White,15.97,USD,20-09-2022 23:49,30,0
81,https://www.nike.com/t/boston-red-sox-andrew-benintendi-womens-replica-baseball-jersey-5W1s3M,Jordan France,Men's Soccer Jacket,12858468,College Navy/White/University Red/White,60,USD,20-09-2022 23:49,39,1
82,https://www.nike.com/t/boston-red-sox-andrew-benintendi-womens-replica-baseball-jersey-5W1s3M,Nike Sportswear,Men's Soccer Jacket,12864550,Black,31.97,USD,20-09-2022 23:49,20,1
83,https://www.nike.com/t/boston-red-sox-andrew-benintendi-womens-replica-baseball-jersey-5W1s3M,Nike Dri-FIT Stretch (NFL Chicago Bears),Men's Soccer Jacket,1000134543,Navy/Orange,45,USD,20-09-2022 23:49,35,0
84,https://www.nike.com/t/boston-red-sox-andrew-benintendi-womens-replica-baseball-jersey-5W1s3M,Nike Sportswear Club,Men's Soccer Jacket,14173989,Sail/Pearl White,63.97,USD,20-09-2022 23:49,30,1
85,https://www.nike.com/t/boston-red-sox-andrew-benintendi-womens-replica-baseball-jersey-5W1s3M,Nike Dri-FIT (NFL Los Angeles Chargers),Men's Soccer Jacket,1000134643,Powder Blue/Anthracite,40,USD,20-09-2022 23:49,31,1
86,https://www.nike.com/t/boston-red-sox-andrew-benintendi-womens-replica-baseball-jersey-5W1s3M,Nike Dri-FIT,Men's Soccer Jacket,12756127,,28,USD,20-09-2022 23:49,24,0
87,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Air Jordan Legacy 312 Low,Men's Soccer Jacket,14076506,Black/White/Metallic Gold,85.97,USD,20-09-2022 23:50,28,1
88,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike Sportswear,Men's Soccer Jacket,13832737,Bleached Coral,34.97,USD,20-09-2022 23:50,26,0
89,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike Dri-FIT Player,Men's Soccer Jacket,13632412,Seafoam/Brushed Silver,76.97,USD,20-09-2022 23:50,35,1
90,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike Dri-FIT Swoosh,Men's Soccer Jacket,13028498,Team Orange/Pinksicle/Pinksicle,30,USD,20-09-2022 23:50,22,0
91,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike Dri-FIT Infograph (NFL Buffalo Bills),Men's Soccer Jacket,1000134035,Royal,40,USD,20-09-2022 23:50,30,1
92,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,U.S. Academy Pro,Men's Soccer Jacket,14062977,Obsidian/White,30,USD,20-09-2022 23:51,26,1
93,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike Air Deschutz+ SE,Men's Shoes,13936579,Dark Driftwood/Canyon Purple/Dark Smoke Grey/Light Iron Ore,85,USD,20-09-2022 23:51,29,1
94,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike Dri-FIT,Little Kids' T-Shirt and Shorts Set,14165170,Siren Red,36.97,USD,20-09-2022 23:51,29,1
95,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Sacramento Kings Icon Edition,Men's Nike NBA Swingman Shorts,12270545,Field Purple/Dark Steel Grey/White/White,80,USD,20-09-2022 23:51,35,0
96,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,MLB Houston Astros,Women's Replica Baseball Jersey,13731002,Midnight Navy,115,USD,20-09-2022 23:51,35,0
97,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike ACG AW84,Cap,13333811,Black,28,USD,20-09-2022 23:51,28,1
98,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike College Heritage86 (Texas),Cap,13152603,Desert Orange,22.97,USD,20-09-2022 23:51,35,1
99,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,New York Knicks,Cap,13746051,Rush Blue,28,USD,20-09-2022 23:52,28,1
100,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Paris Saint-Germain 2022/23 Stadium Home,Cap,13890952,Midnight Navy/White/Midnight Navy,90,USD,20-09-2022 23:52,27,1
101,https://www.nike.com/t/jordan-france-mens-basketball-shorts-gtPjdj,Nike College Dri-FIT (Michigan State),Cap,13919312,Flat Silver,37.97,USD,20-09-2022 23:52,28,1
102,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg5,Nike Dri-FIT Crucial Catch (NFL Tampa Bay Buccaneers),Cap,14233912,Black,40,USD,20-09-2022 23:52,32,0
103,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg6,Nike Zoned Support,Cap,12090072,Black,45,USD,20-09-2022 23:52,33,1
104,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg7,Nike,Cap,13450721,Multi-Color,10.97,USD,20-09-2022 23:52,19,1
105,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg8,Nike Dri-FIT Vapor,Cap,13915956,White/Black,55.97,USD,20-09-2022 23:52,21,1
106,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg9,Nike Sportswear,Cap,13733284,Multi-Color,32.97,USD,20-09-2022 23:52,26,1
107,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg10,Air Jordan XXXV Low DS PF,Basketball Shoes,13167172,Hyper Jade/Bright Crimson/Blue Orbit/Metallic Silver,165,USD,20-09-2022 23:52,27,0
108,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg11,Nike College Dri-FIT (UCLA),Men's Polo,14045780,Signal Blue,50,USD,20-09-2022 23:52,26,1
109,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg12,Jordan,Men's Polo,13847339,Black,75,USD,20-09-2022 23:52,38,1
110,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg13,NFL Los Angeles Rams Nike Vapor Untouchable (Matthew Stafford),Men's Polo,14006895,White,160,USD,20-09-2022 23:52,39,0
111,https://www.nike.com/t/dri-fit-michigan-state-mens-long-sleeve-hooded-t-shirt-vgvSg14,Nike Team First (MLB Houston Astros),Men's Polo,14226420,Orange,35,USD,20-09-2022 23:53,37,1
